run_id,gH,blw,tlw,sp
run_001,0.1,2.5803,0.248,5.238
run_002,0.36667,2.5803,0.248,5.238
run_003,0.63333,2.5803,0.248,5.238
run_004,0.9,2.5803,0.248,5.238
run_005,1.1667,2.5803,0.248,5.238
run_006,1.4333,2.5803,0.248,5.238
run_007,1.7,2.5803,0.248,5.238
run_008,1.9667,2.5803,0.248,5.238
run_009,2.2333,2.5803,0.248,5.238
run_010,2.5,2.5803,0.248,5.238
