run_id,wavelength_um,reflectance_0
run_002,9.901e-06,0.00396324
run_002,9.906e-06,0.00390226
run_002,9.911e-06,0.00372929
run_002,9.916e-06,0.00339211
run_002,9.921e-06,0.00296167
run_002,9.926e-06,0.00256564
run_002,9.931e-06,0.00229132
run_002,9.936e-06,0.00213047
run_002,9.941e-06,0.00200516
run_002,9.946e-06,0.00183458
run_002,9.951e-06,0.00159869
run_002,9.956e-06,0.00133528
run_002,9.961e-06,0.00110614
run_002,9.966e-06,0.000936914
run_002,9.971e-06,0.000815307
run_002,9.976e-06,0.000704359
run_002,9.981e-06,0.000585563
run_002,9.986e-06,0.000463037
run_002,9.991e-06,0.000358291
run_002,9.996e-06,0.00028357
run_002,1.0001e-05,0.000239928
run_002,1.0006e-05,0.000220072
run_002,1.0011e-05,0.000218938
run_002,1.0016e-05,0.000235405
run_002,1.0021e-05,0.000272033
run_002,1.0026e-05,0.000336503
run_002,1.0031e-05,0.00043875
run_002,1.0036e-05,0.000582673
run_002,1.0041e-05,0.0007573
run_002,1.0046e-05,0.000946897
run_002,1.0051e-05,0.00115489
run_002,1.0056e-05,0.00141089
run_002,1.0061e-05,0.00174408
run_002,1.0066e-05,0.00213907
run_002,1.0071e-05,0.00255127
run_002,1.0076e-05,0.00295892
run_002,1.0081e-05,0.00341802
run_002,1.0086e-05,0.00399335
run_002,1.0091e-05,0.00468473
run_002,1.0096e-05,0.00539494
run_002,1.0101e-05,0.00608881
run_002,1.0106e-05,0.00683861
run_002,1.0111e-05,0.00777327
run_002,1.0116e-05,0.00885019
run_002,1.0121e-05,0.00995192
run_002,1.0126e-05,0.0110238
run_002,1.0131e-05,0.0122477
run_002,1.0136e-05,0.0137048
run_002,1.0141e-05,0.0153143
run_002,1.0146e-05,0.0168873
run_002,1.0151e-05,0.0185762
run_002,1.0156e-05,0.0205298
run_002,1.0161e-05,0.022754
run_002,1.0166e-05,0.024986
run_002,1.0171e-05,0.0273772
run_002,1.0176e-05,0.0300706
run_002,1.0181e-05,0.033117
run_002,1.0186e-05,0.0362238
run_002,1.0191e-05,0.0396481
run_002,1.0196e-05,0.0434429
run_002,1.0201e-05,0.0476544
run_002,1.0206e-05,0.0520431
run_002,1.0211e-05,0.0570373
run_002,1.0216e-05,0.06244
run_002,1.0221e-05,0.0684373
run_002,1.0226e-05,0.0749025
run_002,1.0231e-05,0.0822933
run_002,1.0236e-05,0.0902102
run_002,1.0241e-05,0.0992922
run_002,1.0246e-05,0.109166
run_002,1.0251e-05,0.120548
run_002,1.0256e-05,0.133014
run_002,1.0261e-05,0.147567
run_002,1.0266e-05,0.163636
run_002,1.0271e-05,0.182581
run_002,1.0276e-05,0.203728
run_002,1.0281e-05,0.228582
run_002,1.0286e-05,0.256523
run_002,1.0291e-05,0.287884
run_002,1.0296e-05,0.32244
run_002,1.0301e-05,0.356048
run_002,1.0306e-05,0.389124
run_002,1.0311e-05,0.414071
run_002,1.0316e-05,0.431171
run_002,1.0321e-05,0.436682
run_002,1.0326e-05,0.430866
run_002,1.0331e-05,0.416331
run_002,1.0336e-05,0.39807
run_002,1.0341e-05,0.386871
run_002,1.0346e-05,0.390204
run_002,1.0351e-05,0.410835
run_002,1.0356e-05,0.446414
run_002,1.0361e-05,0.487126
run_002,1.0366e-05,0.527865
run_002,1.0371e-05,0.563844
run_002,1.0376e-05,0.590457
run_002,1.0381e-05,0.610508
run_002,1.0386e-05,0.620473
run_002,1.0391e-05,0.62322
run_002,1.0396e-05,0.616355
run_002,1.0401e-05,0.600634
run_002,1.0406e-05,0.576809
run_002,1.0411e-05,0.548065
run_002,1.0416e-05,0.524738
run_002,1.0421e-05,0.517726
run_002,1.0426e-05,0.533496
run_002,1.0431e-05,0.566316
run_002,1.0436e-05,0.603852
run_002,1.0441e-05,0.637794
run_002,1.0446e-05,0.663625
run_002,1.0451e-05,0.680662
run_002,1.0456e-05,0.688855
run_002,1.0461e-05,0.688345
run_002,1.0466e-05,0.679274
run_002,1.0471e-05,0.662578
run_002,1.0476e-05,0.641531
run_002,1.0481e-05,0.623786
run_002,1.0486e-05,0.618812
run_002,1.0491e-05,0.632165
run_002,1.0496e-05,0.660517
run_002,1.0501e-05,0.69411
run_002,1.0506e-05,0.726131
run_002,1.0511e-05,0.752539
run_002,1.0516e-05,0.773571
run_002,1.0521e-05,0.789651
run_002,1.0526e-05,0.80209
run_002,1.0531e-05,0.811577
run_002,1.0536e-05,0.818774
run_002,1.0541e-05,0.823972
run_002,1.0546e-05,0.827363
run_002,1.0551e-05,0.829132
run_002,1.0556e-05,0.829479
run_002,1.0561e-05,0.828623
run_002,1.0566e-05,0.826481
run_002,1.0571e-05,0.822901
run_002,1.0576e-05,0.817987
run_002,1.0581e-05,0.812324
run_002,1.0586e-05,0.807028
run_002,1.0591e-05,0.803201
run_002,1.0596e-05,0.800648
run_002,1.0601e-05,0.797305
run_002,1.0606e-05,0.790655
run_002,1.0611e-05,0.778838
run_002,1.0616e-05,0.760635
run_002,1.0621e-05,0.735752
run_002,1.0626e-05,0.706048
run_002,1.0631e-05,0.678148
run_002,1.0636e-05,0.662474
run_002,1.0641e-05,0.666159
run_002,1.0646e-05,0.684816
run_002,1.0651e-05,0.707121
run_002,1.0656e-05,0.724436
run_002,1.0661e-05,0.732762
run_002,1.0666e-05,0.730965
run_002,1.0671e-05,0.718669
run_002,1.0676e-05,0.695858
run_002,1.0681e-05,0.663794
run_002,1.0686e-05,0.627646
run_002,1.0691e-05,0.598029
run_002,1.0696e-05,0.587292
run_002,1.0701e-05,0.597775
run_002,1.0706e-05,0.618612
run_002,1.0711e-05,0.636257
run_002,1.0716e-05,0.64386
run_002,1.0721e-05,0.643762
run_002,1.0726e-05,0.645822
run_002,1.0731e-05,0.660613
run_002,1.0736e-05,0.689556
run_002,1.0741e-05,0.724727
run_002,1.0746e-05,0.758125
run_002,1.0751e-05,0.785845
run_002,1.0756e-05,0.807593
run_002,1.0761e-05,0.824143
run_002,1.0766e-05,0.836636
run_002,1.0771e-05,0.845976
run_002,1.0776e-05,0.852871
run_002,1.0781e-05,0.857826
run_002,1.0786e-05,0.861169
run_002,1.0791e-05,0.863133
run_002,1.0796e-05,0.863807
run_002,1.0801e-05,0.863231
run_002,1.0806e-05,0.861323
run_002,1.0811e-05,0.857959
run_002,1.0816e-05,0.853018
run_002,1.0821e-05,0.846659
run_002,1.0826e-05,0.839822
run_002,1.0831e-05,0.834339
