run_id,wavelength_um,reflectance_0
run_001,9.901e-06,0.0041916
run_001,9.906e-06,0.00411623
run_001,9.911e-06,0.00391335
run_001,9.916e-06,0.00354302
run_001,9.921e-06,0.00308874
run_001,9.926e-06,0.00268263
run_001,9.931e-06,0.00240672
run_001,9.936e-06,0.0022431
run_001,9.941e-06,0.00210747
run_001,9.946e-06,0.00191985
run_001,9.951e-06,0.00166632
run_001,9.956e-06,0.00139006
run_001,9.961e-06,0.00115408
run_001,9.966e-06,0.000980855
run_001,9.971e-06,0.000854407
run_001,9.976e-06,0.000736344
run_001,9.981e-06,0.000609709
run_001,9.986e-06,0.00048071
run_001,9.991e-06,0.00037192
run_001,9.996e-06,0.00029497
run_001,1.0001e-05,0.000249925
run_001,1.0006e-05,0.000228961
run_001,1.0011e-05,0.000227142
run_001,1.0016e-05,0.000243746
run_001,1.0021e-05,0.000281843
run_001,1.0026e-05,0.000349559
run_001,1.0031e-05,0.000456724
run_001,1.0036e-05,0.000606334
run_001,1.0041e-05,0.000786459
run_001,1.0046e-05,0.000981827
run_001,1.0051e-05,0.00119791
run_001,1.0056e-05,0.00146572
run_001,1.0061e-05,0.00181296
run_001,1.0066e-05,0.00222085
run_001,1.0071e-05,0.00264405
run_001,1.0076e-05,0.00306449
run_001,1.0081e-05,0.00354268
run_001,1.0086e-05,0.00414181
run_001,1.0091e-05,0.00485553
run_001,1.0096e-05,0.0055835
run_001,1.0101e-05,0.00629678
run_001,1.0106e-05,0.0070747
run_001,1.0111e-05,0.00804441
run_001,1.0116e-05,0.00915277
run_001,1.0121e-05,0.0102804
run_001,1.0126e-05,0.0113823
run_001,1.0131e-05,0.0126485
run_001,1.0136e-05,0.0141516
run_001,1.0141e-05,0.0158006
run_001,1.0146e-05,0.0174107
run_001,1.0151e-05,0.0191491
run_001,1.0156e-05,0.0211609
run_001,1.0161e-05,0.0234398
run_001,1.0166e-05,0.0257218
run_001,1.0171e-05,0.0281752
run_001,1.0176e-05,0.0309401
run_001,1.0181e-05,0.0340565
run_001,1.0186e-05,0.0372311
run_001,1.0191e-05,0.0407376
run_001,1.0196e-05,0.0446206
run_001,1.0201e-05,0.0489209
run_001,1.0206e-05,0.0534032
run_001,1.0211e-05,0.0585067
run_001,1.0216e-05,0.0640199
run_001,1.0221e-05,0.0701375
run_001,1.0226e-05,0.0767335
run_001,1.0231e-05,0.084269
run_001,1.0236e-05,0.092337
run_001,1.0241e-05,0.101593
run_001,1.0246e-05,0.11165
run_001,1.0251e-05,0.123243
run_001,1.0256e-05,0.135936
run_001,1.0261e-05,0.150756
run_001,1.0266e-05,0.167114
run_001,1.0271e-05,0.186406
run_001,1.0276e-05,0.207935
run_001,1.0281e-05,0.23326
run_001,1.0286e-05,0.26173
run_001,1.0291e-05,0.293739
run_001,1.0296e-05,0.329028
run_001,1.0301e-05,0.363465
run_001,1.0306e-05,0.397426
run_001,1.0311e-05,0.423177
run_001,1.0316e-05,0.440909
run_001,1.0321e-05,0.446663
run_001,1.0326e-05,0.440603
run_001,1.0331e-05,0.425383
run_001,1.0336e-05,0.406321
run_001,1.0341e-05,0.394877
run_001,1.0346e-05,0.399103
run_001,1.0351e-05,0.42194
run_001,1.0356e-05,0.46123
run_001,1.0361e-05,0.506741
run_001,1.0366e-05,0.553678
run_001,1.0371e-05,0.597175
run_001,1.0376e-05,0.632891
run_001,1.0381e-05,0.664472
run_001,1.0386e-05,0.688605
run_001,1.0391e-05,0.710099
run_001,1.0396e-05,0.726498
run_001,1.0401e-05,0.741354
run_001,1.0406e-05,0.75283
run_001,1.0411e-05,0.763236
run_001,1.0416e-05,0.771502
run_001,1.0421e-05,0.778835
run_001,1.0426e-05,0.784689
run_001,1.0431e-05,0.789672
run_001,1.0436e-05,0.793511
run_001,1.0441e-05,0.796469
run_001,1.0446e-05,0.798407
run_001,1.0451e-05,0.799369
run_001,1.0456e-05,0.799263
run_001,1.0461e-05,0.797975
run_001,1.0466e-05,0.795374
run_001,1.0471e-05,0.791208
run_001,1.0476e-05,0.785206
run_001,1.0481e-05,0.776948
run_001,1.0486e-05,0.765863
run_001,1.0491e-05,0.751306
run_001,1.0496e-05,0.732181
run_001,1.0501e-05,0.707661
run_001,1.0506e-05,0.676216
run_001,1.0511e-05,0.6376
run_001,1.0516e-05,0.591386
run_001,1.0521e-05,0.539399
run_001,1.0526e-05,0.483588
run_001,1.0531e-05,0.430145
run_001,1.0536e-05,0.390116
run_001,1.0541e-05,0.375204
run_001,1.0546e-05,0.385225
run_001,1.0551e-05,0.4063
run_001,1.0556e-05,0.422621
run_001,1.0561e-05,0.42711
run_001,1.0566e-05,0.422265
run_001,1.0571e-05,0.416345
run_001,1.0576e-05,0.419131
run_001,1.0581e-05,0.437673
run_001,1.0586e-05,0.473417
run_001,1.0591e-05,0.52249
run_001,1.0596e-05,0.577003
run_001,1.0601e-05,0.630179
run_001,1.0606e-05,0.677494
run_001,1.0611e-05,0.717619
run_001,1.0616e-05,0.750832
run_001,1.0621e-05,0.777939
run_001,1.0626e-05,0.800069
run_001,1.0631e-05,0.818023
run_001,1.0636e-05,0.832755
run_001,1.0641e-05,0.844753
run_001,1.0646e-05,0.854668
run_001,1.0651e-05,0.862763
run_001,1.0656e-05,0.869372
run_001,1.0661e-05,0.874598
run_001,1.0666e-05,0.878527
run_001,1.0671e-05,0.881135
run_001,1.0676e-05,0.882395
run_001,1.0681e-05,0.882464
run_001,1.0686e-05,0.88205
run_001,1.0691e-05,0.882721
run_001,1.0696e-05,0.885983
run_001,1.0701e-05,0.891699
run_001,1.0706e-05,0.898238
run_001,1.0711e-05,0.904322
run_001,1.0716e-05,0.90946
run_001,1.0721e-05,0.913695
run_001,1.0726e-05,0.917196
run_001,1.0731e-05,0.920135
run_001,1.0736e-05,0.922655
run_001,1.0741e-05,0.924844
run_001,1.0746e-05,0.926789
run_001,1.0751e-05,0.928522
run_001,1.0756e-05,0.9301
run_001,1.0761e-05,0.931536
run_001,1.0766e-05,0.932861
run_001,1.0771e-05,0.934086
run_001,1.0776e-05,0.935226
run_001,1.0781e-05,0.936293
run_001,1.0786e-05,0.937289
run_001,1.0791e-05,0.93823
run_001,1.0796e-05,0.93911
run_001,1.0801e-05,0.939946
run_001,1.0806e-05,0.940731
run_001,1.0811e-05,0.941477
run_001,1.0816e-05,0.942181
run_001,1.0821e-05,0.942848
run_001,1.0826e-05,0.943481
run_001,1.0831e-05,0.944078
run_001,1.0836e-05,0.944646
run_001,1.0841e-05,0.945179
run_001,1.0846e-05,0.945685
run_001,1.0851e-05,0.946159
run_001,1.0856e-05,0.946606
run_001,1.0861e-05,0.947024
run_001,1.0866e-05,0.947413
run_001,1.0871e-05,0.947775
run_001,1.0876e-05,0.948106
run_001,1.0881e-05,0.94841
run_001,1.0886e-05,0.948682
run_001,1.0891e-05,0.948924
run_001,1.0896e-05,0.949133
run_001,1.0901e-05,0.949309
run_001,1.0906e-05,0.949449
run_001,1.0911e-05,0.94955
run_001,1.0916e-05,0.949612
run_001,1.0921e-05,0.949628
run_001,1.0926e-05,0.949598
run_001,1.0931e-05,0.949514
run_001,1.0936e-05,0.949373
run_001,1.0941e-05,0.949168
run_001,1.0946e-05,0.94889
run_001,1.0951e-05,0.948532
run_001,1.0956e-05,0.94808
run_001,1.0961e-05,0.947525
run_001,1.0966e-05,0.946846
run_001,1.0971e-05,0.946028
run_001,1.0976e-05,0.945045
run_001,1.0981e-05,0.943868
run_001,1.0986e-05,0.942462
run_001,1.0991e-05,0.940776
run_001,1.0996e-05,0.93876
run_001,1.1001e-05,0.93633
run_001,1.1006e-05,0.933398
run_001,1.1011e-05,0.929831
run_001,1.1016e-05,0.925463
run_001,1.1021e-05,0.920071
run_001,1.1026e-05,0.913328
run_001,1.1031e-05,0.904824
run_001,1.1036e-05,0.893912
run_001,1.1041e-05,0.879734
run_001,1.1046e-05,0.860976
run_001,1.1051e-05,0.835728
run_001,1.1056e-05,0.801237
run_001,1.1061e-05,0.753489
run_001,1.1066e-05,0.687902
run_001,1.1071e-05,0.601177
run_001,1.1076e-05,0.500136
run_001,1.1081e-05,0.414731
run_001,1.1086e-05,0.393232
run_001,1.1091e-05,0.451831
run_001,1.1096e-05,0.55211
run_001,1.1101e-05,0.649882
run_001,1.1106e-05,0.72773
run_001,1.1111e-05,0.785049
run_001,1.1116e-05,0.826459
run_001,1.1121e-05,0.85659
run_001,1.1126e-05,0.878791
run_001,1.1131e-05,0.895529
run_001,1.1136e-05,0.908342
run_001,1.1141e-05,0.918355
run_001,1.1146e-05,0.92631
run_001,1.1151e-05,0.932722
run_001,1.1156e-05,0.937978
run_001,1.1161e-05,0.942327
run_001,1.1166e-05,0.945977
run_001,1.1171e-05,0.949068
run_001,1.1176e-05,0.951711
run_001,1.1181e-05,0.953989
run_001,1.1186e-05,0.955971
run_001,1.1191e-05,0.957692
run_001,1.1196e-05,0.959211
run_001,1.1201e-05,0.960537
run_001,1.1206e-05,0.961699
run_001,1.1211e-05,0.962735
run_001,1.1216e-05,0.963559
run_001,1.1221e-05,0.964311
run_001,1.1226e-05,0.964751
run_001,1.1231e-05,0.965039
run_001,1.1236e-05,0.965073
run_001,1.1241e-05,0.964285
run_001,1.1246e-05,0.963573
run_001,1.1251e-05,0.963661
run_001,1.1256e-05,0.963944
run_001,1.1261e-05,0.964782
run_001,1.1266e-05,0.966644
run_001,1.1271e-05,0.968395
run_001,1.1276e-05,0.969299
run_001,1.1281e-05,0.970053
run_001,1.1286e-05,0.970466
run_001,1.1291e-05,0.970507
run_001,1.1296e-05,0.970558
run_001,1.1301e-05,0.969434
run_001,1.1306e-05,0.968353
run_001,1.1311e-05,0.967891
run_001,1.1316e-05,0.967955
run_001,1.1321e-05,0.968102
run_001,1.1326e-05,0.970068
run_001,1.1331e-05,0.971974
run_001,1.1336e-05,0.973306
run_001,1.1341e-05,0.974203
run_001,1.1346e-05,0.975021
run_001,1.1351e-05,0.975512
run_001,1.1356e-05,0.975981
run_001,1.1361e-05,0.976367
run_001,1.1366e-05,0.976698
run_001,1.1371e-05,0.977012
run_001,1.1376e-05,0.977279
run_001,1.1381e-05,0.977538
run_001,1.1386e-05,0.977776
run_001,1.1391e-05,0.977999
run_001,1.1396e-05,0.978215
run_001,1.1401e-05,0.978416
run_001,1.1406e-05,0.97861
run_001,1.1411e-05,0.978796
run_001,1.1416e-05,0.978974
run_001,1.1421e-05,0.979146
run_001,1.1426e-05,0.979311
run_001,1.1431e-05,0.979471
run_001,1.1436e-05,0.979625
run_001,1.1441e-05,0.979774
run_001,1.1446e-05,0.979919
run_001,1.1451e-05,0.980058
run_001,1.1456e-05,0.980193
run_001,1.1461e-05,0.980324
run_001,1.1466e-05,0.980451
run_001,1.1471e-05,0.980574
run_001,1.1476e-05,0.980693
run_001,1.1481e-05,0.980809
run_001,1.1486e-05,0.980921
run_001,1.1491e-05,0.981029
run_001,1.1496e-05,0.981134
run_001,1.1501e-05,0.981236
run_001,1.1506e-05,0.981335
run_001,1.1511e-05,0.98143
run_001,1.1516e-05,0.981522
run_001,1.1521e-05,0.981612
run_001,1.1526e-05,0.981698
run_001,1.1531e-05,0.981782
run_001,1.1536e-05,0.981863
run_001,1.1541e-05,0.98194
run_001,1.1546e-05,0.982016
run_001,1.1551e-05,0.982088
run_001,1.1556e-05,0.982158
run_001,1.1561e-05,0.982226
run_001,1.1566e-05,0.982291
run_001,1.1571e-05,0.982354
run_001,1.1576e-05,0.982414
run_001,1.1581e-05,0.982471
run_001,1.1586e-05,0.982527
run_001,1.1591e-05,0.98258
run_001,1.1596e-05,0.982631
run_001,1.1601e-05,0.982679
run_001,1.1606e-05,0.982725
run_001,1.1611e-05,0.98277
run_001,1.1616e-05,0.982812
run_001,1.1621e-05,0.982852
run_001,1.1626e-05,0.982891
run_001,1.1631e-05,0.982926
run_001,1.1636e-05,0.98296
run_001,1.1641e-05,0.982992
run_001,1.1646e-05,0.983022
run_001,1.1651e-05,0.983051
run_001,1.1656e-05,0.983077
run_001,1.1661e-05,0.983102
