hidden_dim,n_layers,lr,batch_size,weight_decay,alpha,wl_mean_rmse,Q_mean_rmse,wl_std_rmse,Q_std_rmse
128,2,0.001,32,0.001,3.0,0.03697952,37.13564,0.013655695,9.719451
128,2,0.001,32,0.001,4.0,0.033654563,36.23996,0.013857383,9.470761
128,2,0.001,32,0.01,1.0,0.059163947,41.473354,0.021099964,9.358903
128,2,0.001,32,0.01,2.0,0.05784296,40.980732,0.019953994,9.114105
128,2,0.001,32,0.01,3.0,0.057294976,40.893852,0.01733326,10.584915
128,2,0.001,32,0.01,4.0,0.056385912,40.970814,0.016446354,10.029114
128,2,0.001,64,0.0,1.0,0.050668478,46.22713,0.016021034,11.184312
128,2,0.001,64,0.0,2.0,0.041683264,42.048798,0.015823623,9.445866
128,2,0.001,64,0.0,3.0,0.041320667,40.85136,0.016482595,10.171717
128,2,0.001,64,0.0,4.0,0.041338027,42.66694,0.014775519,10.781624
128,2,0.001,64,0.0001,1.0,0.042576443,43.528343,0.01479504,9.079242
128,2,0.001,64,0.0001,2.0,0.039668787,41.003166,0.012224982,8.570774
128,2,0.001,64,0.0001,3.0,0.03974936,40.705563,0.013606975,9.017363
128,2,0.001,64,0.0001,4.0,0.03744525,41.868927,0.012426902,10.52115
128,2,0.001,64,0.001,1.0,0.041831497,40.974854,0.010307941,9.270385
128,2,0.001,64,0.001,2.0,0.03718566,38.330833,0.01350414,9.99743
128,2,0.001,64,0.001,3.0,0.03837741,39.13318,0.013018315,10.174023
128,2,0.001,64,0.001,4.0,0.037049573,38.678364,0.0131666185,11.325638
128,2,0.001,64,0.01,1.0,0.06259992,42.603645,0.020749083,9.323237
128,2,0.001,64,0.01,2.0,0.063799575,42.267876,0.0202765,9.027081
128,2,0.001,64,0.01,3.0,0.06487726,43.966595,0.020780472,9.435071
128,2,0.001,64,0.01,4.0,0.060526848,43.445885,0.01826567,9.674413
128,2,0.005,32,0.0,1.0,0.03134315,29.4894,0.017941002,11.368938
128,2,0.005,32,0.0,2.0,0.027798658,29.148108,0.0133839715,9.161424
128,2,0.005,32,0.0,3.0,0.028538506,30.027771,0.016183488,11.138691
128,2,0.005,32,0.0,4.0,0.030682122,29.620281,0.012803185,9.688615
128,2,0.005,32,0.0001,1.0,0.026814515,27.933884,0.010745262,6.6038265
128,2,0.005,32,0.0001,2.0,0.02344436,27.582672,0.008083756,7.170655
128,2,0.005,32,0.0001,3.0,0.0284037,29.381481,0.013237141,6.380626
128,2,0.005,32,0.0001,4.0,0.030146461,31.185787,0.009142006,7.8235574
128,2,0.005,32,0.001,1.0,0.029599747,27.699228,0.01021505,3.5201395
128,2,0.005,32,0.001,2.0,0.03190336,26.752178,0.009103413,6.5236406
128,2,0.005,32,0.001,3.0,0.03162343,28.092129,0.007198508,5.9273243
128,2,0.005,32,0.001,4.0,0.030500853,28.174738,0.006374607,6.7246313
128,2,0.005,32,0.01,1.0,0.054405153,39.189148,0.02224413,9.452705
128,2,0.005,32,0.01,2.0,0.055007827,37.287228,0.017996522,8.697937
128,2,0.005,32,0.01,3.0,0.052219115,38.312584,0.01327355,9.913693
128,2,0.005,32,0.01,4.0,0.05289129,38.05683,0.013243784,8.605697
128,2,0.005,64,0.0,1.0,0.03437177,34.48317,0.013241221,6.9289556
128,2,0.005,64,0.0,2.0,0.033717506,33.023766,0.0099870125,8.0168085
128,2,0.005,64,0.0,3.0,0.038461763,34.54219,0.01734523,11.104955
128,2,0.005,64,0.0,4.0,0.034403224,34.61609,0.012982119,8.348329
128,2,0.005,64,0.0001,1.0,0.032170452,31.957174,0.00863317,8.615752
128,2,0.005,64,0.0001,2.0,0.02667121,31.587198,0.010791809,6.7009654
128,2,0.005,64,0.0001,3.0,0.02852653,33.69642,0.014368967,9.828828
128,2,0.005,64,0.0001,4.0,0.0312739,33.00634,0.009552554,8.4309025
128,2,0.005,64,0.001,1.0,0.03132882,30.812733,0.007973398,6.697899
128,2,0.005,64,0.001,2.0,0.03076616,29.72258,0.008357108,7.2189493
128,2,0.005,64,0.001,3.0,0.034042038,30.018112,0.011067925,8.165438
128,2,0.005,64,0.001,4.0,0.0296246,30.61054,0.00875026,6.5335526
128,2,0.005,64,0.01,1.0,0.058508556,40.22429,0.018358989,9.93518
128,2,0.005,64,0.01,2.0,0.054867826,39.839867,0.01677115,9.754483
128,2,0.005,64,0.01,3.0,0.056325357,37.93659,0.015028828,11.230915
128,2,0.005,64,0.01,4.0,0.055451084,38.16162,0.013812988,10.094285
128,3,0.0001,32,0.0,1.0,0.06628643,48.756813,0.018254459,13.4495125
128,3,0.0001,32,0.0,2.0,0.060714267,47.063263,0.018790362,13.284728
128,3,0.0001,32,0.0,3.0,0.05832219,46.220417,0.014649232,12.241945
128,3,0.0001,32,0.0,4.0,0.059267215,47.866768,0.016700396,14.970668
128,3,0.0001,32,0.0001,1.0,0.060542416,46.23952,0.015960341,11.55626
128,3,0.0001,32,0.0001,2.0,0.054991245,44.07074,0.016008789,12.597041
128,3,0.0001,32,0.0001,3.0,0.051945157,44.52417,0.014575929,14.219402
128,3,0.0001,32,0.0001,4.0,0.053689294,46.750633,0.014905519,15.508296
128,3,0.0001,32,0.001,1.0,0.05992859,44.463814,0.018069401,11.29091
128,3,0.0001,32,0.001,2.0,0.052552648,42.851196,0.012133134,12.272592
128,3,0.0001,32,0.001,3.0,0.054597743,45.031685,0.012560927,13.428464
128,3,0.0001,32,0.001,4.0,0.052528273,46.14334,0.0137748625,14.18357
128,3,0.0001,32,0.01,1.0,0.070523486,46.890846,0.018175328,11.489366
128,3,0.0001,32,0.01,2.0,0.06924789,48.503555,0.015979586,11.59566
128,3,0.0001,32,0.01,3.0,0.071434274,51.626534,0.016439628,12.77817
128,3,0.0001,32,0.01,4.0,0.07357676,52.32196,0.016258374,12.644782
128,3,0.0001,64,0.0,1.0,0.089254454,53.133778,0.024575157,15.12022
128,3,0.0001,64,0.0,2.0,0.08080349,52.75047,0.022607302,14.828245
128,3,0.0001,64,0.0,3.0,0.079448245,52.41944,0.019585997,15.3631115
128,3,0.0001,64,0.0,4.0,0.08115221,54.636986,0.018198853,15.300999
128,3,0.0001,64,0.0001,1.0,0.08607365,50.946007,0.021494001,13.069473
128,3,0.0001,64,0.0001,2.0,0.074243985,49.783913,0.021439042,14.685916
128,3,0.0001,64,0.0001,3.0,0.07076562,51.214245,0.01911883,16.583708
128,3,0.0001,64,0.0001,4.0,0.073308624,52.350983,0.017679274,14.747874
128,3,0.0001,64,0.001,1.0,0.08267029,50.40017,0.022061309,13.011177
128,3,0.0001,64,0.001,2.0,0.07625563,50.430573,0.023231335,14.959455
128,3,0.0001,64,0.001,3.0,0.07567553,51.121727,0.022300508,15.587423
128,3,0.0001,64,0.001,4.0,0.07448689,52.548157,0.019021776,15.169814
128,3,0.0001,64,0.01,1.0,0.081276104,50.882618,0.022360414,13.493202
128,3,0.0001,64,0.01,2.0,0.08050249,52.42043,0.017871147,14.248559
128,3,0.0001,64,0.01,3.0,0.0822863,55.560585,0.018871775,13.458707
128,3,0.0001,64,0.01,4.0,0.08477752,56.74287,0.020163499,12.983619
128,3,0.0005,32,0.0,1.0,0.032292403,35.663635,0.011027162,12.168735
128,3,0.0005,32,0.0,2.0,0.029773632,35.64587,0.0106850825,14.30816
128,3,0.0005,32,0.0,3.0,0.033794925,36.87564,0.011582401,11.316616
128,3,0.0005,32,0.0,4.0,0.036885343,37.201492,0.010987193,13.795275
128,3,0.0005,32,0.0001,1.0,0.03669575,34.041912,0.01485992,11.35222
128,3,0.0005,32,0.0001,2.0,0.03218349,34.40363,0.011525221,13.448233
128,3,0.0005,32,0.0001,3.0,0.037214525,35.57699,0.012743945,12.257179
128,3,0.0005,32,0.0001,4.0,0.033139445,36.437416,0.009594697,12.372835
128,3,0.0005,32,0.001,1.0,0.033436958,34.285923,0.008177812,9.665061
128,3,0.0005,32,0.001,2.0,0.03256414,34.254494,0.010028106,10.790281
128,3,0.0005,32,0.001,3.0,0.03445974,34.852257,0.008889214,11.816597
128,3,0.0005,32,0.001,4.0,0.039747458,35.86947,0.023396617,10.493524
128,3,0.0005,32,0.01,1.0,0.04786817,35.864983,0.01722946,7.342758
128,3,0.0005,32,0.01,2.0,0.04797722,37.387215,0.009888623,9.581917
128,3,0.0005,32,0.01,3.0,0.045931555,38.489834,0.010401401,10.247004
128,3,0.0005,32,0.01,4.0,0.04591862,39.63995,0.0101498235,9.97427
128,3,0.0005,64,0.0,1.0,0.040767755,42.45234,0.011901162,13.188077
128,3,0.0005,64,0.0,2.0,0.037928555,41.44107,0.015806828,16.483536
128,3,0.0005,64,0.0,3.0,0.037263077,38.611755,0.015517655,13.625109
128,3,0.0005,64,0.0,4.0,0.033413254,39.230762,0.009255956,13.279056
128,3,0.0005,64,0.0001,1.0,0.03577672,38.235733,0.011481403,11.809876
128,3,0.0005,64,0.0001,2.0,0.033617415,37.943207,0.01494867,14.89601
128,3,0.0005,64,0.0001,3.0,0.033689562,38.20068,0.016018625,14.073954
128,3,0.0005,64,0.0001,4.0,0.033388857,39.338646,0.015356773,14.228134
128,3,0.0005,64,0.001,1.0,0.037329122,37.038788,0.011028723,9.736153
128,3,0.0005,64,0.001,2.0,0.03524936,37.05199,0.0114077255,13.605213
128,3,0.0005,64,0.001,3.0,0.032482024,36.970604,0.00704853,13.474974
128,3,0.0005,64,0.001,4.0,0.034103848,37.99276,0.009672274,13.407982
128,3,0.0005,64,0.01,1.0,0.052511502,38.319557,0.014808042,8.756923
128,3,0.0005,64,0.01,2.0,0.049264837,39.20741,0.011884533,11.320384
128,3,0.0005,64,0.01,3.0,0.04845664,40.538116,0.010888031,10.995409
128,3,0.0005,64,0.01,4.0,0.050414555,41.737556,0.011543455,11.143804
128,3,0.001,32,0.0,1.0,0.0341549,32.074974,0.01548428,8.938987
128,3,0.001,32,0.0,2.0,0.033870466,30.144253,0.010478841,7.671051
128,3,0.001,32,0.0,3.0,0.031457476,32.96594,0.011550745,8.368661
128,3,0.001,32,0.0,4.0,0.036716215,33.055897,0.0113278655,8.250267
128,3,0.001,32,0.0001,1.0,0.029510641,30.602942,0.00955486,8.026516
128,3,0.001,32,0.0001,2.0,0.02891272,32.796165,0.008368431,7.9539104
128,3,0.001,32,0.0001,3.0,0.028625533,30.485107,0.0099856695,6.995621
128,3,0.001,32,0.0001,4.0,0.032363676,32.67738,0.013698438,7.5579987
128,3,0.001,32,0.001,1.0,0.03294644,29.155115,0.0072883116,5.4700227
128,3,0.001,32,0.001,2.0,0.03271464,31.306545,0.0065995743,5.563935
128,3,0.001,32,0.001,3.0,0.03321082,33.899002,0.012047629,9.712328
128,3,0.001,32,0.001,4.0,0.035907328,33.795906,0.013382612,9.199606
128,3,0.001,32,0.01,1.0,0.046045303,32.55192,0.014878472,8.705245
128,3,0.001,32,0.01,2.0,0.048835907,33.66439,0.009244535,8.240809
128,3,0.001,32,0.01,3.0,0.047182567,35.503044,0.008687734,8.470488
128,3,0.001,32,0.01,4.0,0.0449887,36.32187,0.009559365,8.693809
128,3,0.001,64,0.0,1.0,0.039650153,37.665565,0.0075717308,11.1121645
128,3,0.001,64,0.0,2.0,0.039153017,36.783607,0.014835581,12.055228
128,3,0.001,64,0.0,3.0,0.033221297,40.656963,0.010466012,14.796766
128,3,0.001,64,0.0,4.0,0.040999573,41.474583,0.014486228,17.00294
128,3,0.001,64,0.0001,1.0,0.0353603,35.16723,0.015145352,10.765504
128,3,0.001,64,0.0001,2.0,0.031943366,37.534786,0.010027519,13.827208
128,3,0.001,64,0.0001,3.0,0.033951834,38.546272,0.015927656,13.994741
128,3,0.001,64,0.0001,4.0,0.036453784,40.015488,0.01648511,15.806863
128,3,0.001,64,0.001,1.0,0.030825043,32.8403,0.0072997785,7.649368
128,3,0.001,64,0.001,2.0,0.035032406,34.92939,0.009874112,10.578789
128,3,0.001,64,0.001,3.0,0.033154827,35.850056,0.010635599,10.211908
128,3,0.001,64,0.001,4.0,0.036259573,35.32503,0.00984861,7.0550575
128,3,0.001,64,0.01,1.0,0.046492837,33.265465,0.0141700255,8.145856
128,3,0.001,64,0.01,2.0,0.045583315,35.150513,0.013126967,9.512188
128,3,0.001,64,0.01,3.0,0.048285663,37.714954,0.010631962,10.44036
128,3,0.001,64,0.01,4.0,0.048632793,37.861034,0.011155127,10.825157
128,3,0.005,32,0.0,1.0,0.027196774,31.166077,0.009240992,11.010031
128,3,0.005,32,0.0,2.0,0.032398567,29.46196,0.013753024,8.21408
128,3,0.005,32,0.0,3.0,0.030363321,28.062336,0.006116972,4.6624064
128,3,0.005,32,0.0,4.0,0.028009549,27.65307,0.012709108,5.1273227
128,3,0.005,32,0.0001,1.0,0.031724047,28.223566,0.008856279,9.931105
128,3,0.005,32,0.0001,2.0,0.027940804,27.211147,0.008951356,6.4185305
128,3,0.005,32,0.0001,3.0,0.03095496,27.622395,0.013456635,9.451883
128,3,0.005,32,0.0001,4.0,0.030964911,27.110416,0.0127784265,6.2707906
128,3,0.005,32,0.001,1.0,0.030093258,27.743967,0.004605656,5.0921884
128,3,0.005,32,0.001,2.0,0.029466921,26.750793,0.008182572,5.1272545
128,3,0.005,32,0.001,3.0,0.032734837,27.145794,0.006266768,6.6068206
128,3,0.005,32,0.001,4.0,0.03508127,26.823063,0.011662075,6.2053504
128,3,0.005,32,0.01,1.0,0.042303152,32.15715,0.012292459,8.236998
128,3,0.005,32,0.01,2.0,0.042494908,31.426718,0.008334365,7.8131084
128,3,0.005,32,0.01,3.0,0.04335793,32.861717,0.010354404,6.6941924
128,3,0.005,32,0.01,4.0,0.047176093,31.98794,0.009188808,7.47434
128,3,0.005,64,0.0,1.0,0.03696123,28.595592,0.009890632,8.283317
128,3,0.005,64,0.0,2.0,0.034511037,28.990574,0.006849741,6.0828786
128,3,0.005,64,0.0,3.0,0.029788876,28.092632,0.004814935,3.5167108
128,3,0.005,64,0.0,4.0,0.042140644,30.761501,0.009457984,6.410636
128,3,0.005,64,0.0001,1.0,0.032338046,28.069345,0.0070856106,8.389449
128,3,0.005,64,0.0001,2.0,0.03168552,30.626196,0.008852397,6.5317397
128,3,0.005,64,0.0001,3.0,0.03887214,28.18483,0.01194974,2.8475616
128,3,0.005,64,0.0001,4.0,0.032186337,29.450367,0.008780476,5.4725547
128,3,0.005,64,0.001,1.0,0.031263627,26.63677,0.0054350155,4.9491787
128,3,0.005,64,0.001,2.0,0.035787653,28.772654,0.010419803,5.4364886
128,3,0.005,64,0.001,3.0,0.034973316,30.690496,0.0105589945,5.341998
128,3,0.005,64,0.001,4.0,0.03436961,30.730997,0.010591323,4.193935
128,3,0.005,64,0.01,1.0,0.042855505,31.693594,0.014227009,7.9840894
128,3,0.005,64,0.01,2.0,0.041890457,32.844624,0.007437195,7.027377
128,3,0.005,64,0.01,3.0,0.044213258,33.18565,0.007905367,7.320869
128,3,0.005,64,0.01,4.0,0.045557495,32.397926,0.011665828,8.599589
